time,open,high,low,close,Volume,Gross Profit
2014-02-10,79.34,80.01,78.52,79.38,1253987,NaN
2014-02-11,79.45,80.62,79.13,79.66,1851485,NaN
2014-02-12,79.66,79.66,78.33,79,1093977,NaN
2014-02-13,78.4,79.78,78.4,79.53,1698843,NaN
2014-02-14,79.25,79.84,78.77,79.28,1440549,NaN
2014-02-18,79.67,80.14,79.15,79.27,1032352,NaN
2014-02-19,88.87,94.162,88.68,93.65,12298089,NaN
2014-02-20,93.88,95.05,93.22,94.22,2042960,NaN
2014-02-21,95.19,95.3,93.89,94.34,2540889,NaN
2014-02-24,94.93,95.02,94.04,94.28,1468810,NaN
2014-02-25,94.01,95.83,94.01,95.39,1295031,NaN
2014-02-26,94.97,97.035,94.89,95.6,1171706,NaN
2014-02-27,95.47,96.35,94.51,95.72,1201195,NaN
2014-02-28,95.72,96.55,95,95.55,848051,NaN
2014-03-03,94.21,96.11,93.95,95.39,663821,NaN
2014-03-04,96.35,98.65,96.11,98.6,930048,NaN
2014-03-05,98.21,98.21,96.92,97.29,780213,NaN
2014-03-06,97.55,98.81,97.28,98.5,630443,NaN
2014-03-07,98.5,99.5,97.71,99.04,723481,NaN
2014-03-10,98.74,99.21,97.27,97.78,1088033,NaN
2014-03-11,97.81,98.26,96.84,97.49,880344,NaN
2014-03-12,97.15,97.71,96.255,97.4,1544645,NaN
2014-03-13,97.44,99.08,96.8401,98,1156937,NaN
2014-03-14,97.79,98.92,97.43,98.8,871091,NaN
2014-03-17,99,100.83,98.61,100.81,1137652,NaN
2014-03-18,100.8,102.44,100.75,101.85,1208175,NaN
2014-03-19,101.51,102.37,101.07,102.15,807750,NaN
2014-03-20,101.49,102.08,100.65,102.01,991199,NaN
2014-03-21,101.69,101.99,99.97,99.97,2265395,NaN
2014-03-24,100.8,101.235,98.25,99.16,1658653,NaN
2014-03-25,99.86,100.5,98.29,99.51,747400,NaN
2014-03-26,100.24,101.27,97.36,98.35,1546299,NaN
2014-03-27,101.95,107.38,101.01,105.03,4143993,NaN
2014-03-28,106.17,106.76,104.33,105.97,2229510,NaN
2014-03-31,106.51,106.99,104.29,105.86,1387142,NaN
2014-04-01,106.05,107.27,105.72,106.73,1455143,NaN
2014-04-02,106.97,107.74,106.63,106.95,1156258,NaN
2014-04-03,106.93,107.37,106.62,107.11,985346,NaN
2014-04-04,107.51,107.695,104.42,104.79,1302938,NaN
2014-04-07,104.34,105.27,101.871,102.51,1004526,NaN
2014-04-08,103.66,104.23,102.57,104.03,807664,NaN
2014-04-09,104.11,105.14,103.07,104.85,543350,NaN
2014-04-10,105.76,106.68,102.76,103.11,904776,NaN
2014-04-11,102.06,102.931,100.52,101.45,770126,NaN
2014-04-14,102.72,102.99,101.23,102.05,761236,NaN
2014-04-15,102.28,102.319,99.14,100.77,1110950,NaN
2014-04-16,101.29,102.285,100.37,101.28,766109,NaN
2014-04-17,103.35,103.35,99.81,100.45,1005461,NaN
2014-04-21,100.29,101.24,99.393,100.43,556107,NaN
2014-04-22,100.42,101.04,99.78,99.84,678917,NaN
2014-04-23,99.8,100.63,99.47,99.65,513445,NaN
2014-04-24,99.79,100.82,97.91,100.18,817997,NaN
2014-04-25,100,100.61,98.76,99.34,481598,NaN
2014-04-28,100,100.18,98,99.07,1141281,NaN
2014-04-29,99.43,100.78,99.27,100.14,985614,NaN
2014-04-30,99.98,101.48,99.69,101.32,870439,NaN
2014-05-01,101.49,103,100.55,102.59,1103690,NaN
2014-05-02,102.73,104.55,102.43,103.71,1190322,NaN
2014-05-05,103.24,104.01,101.8,103.05,667352,NaN
2014-05-06,102.66,103.01,101.14,101.29,456480,NaN
2014-05-07,101.32,101.84,99.2,101.74,870849,NaN
2014-05-08,101.42,103.77,100.89,101.92,793055,NaN
2014-05-09,101.73,102.21,99.892,100.94,946827,NaN
2014-05-12,101.12,102.93,100.77,100.97,951737,NaN
2014-05-13,100.97,102.82,100.15,100.33,769545,NaN
2014-05-14,100.07,101.08,99.97,100.11,433157,NaN
2014-05-15,99.74,100.39,95.03,98.79,2576298,NaN
2014-05-16,99.51,100.58,98.54,98.96,916727,NaN
2014-05-19,98.39,98.91,97.86,98.52,834082,NaN
2014-05-20,98.45,98.49,97.288,97.56,850457,NaN
2014-05-21,98.4,100.59,98.24,99.64,1416342,NaN
2014-05-22,102.21,106.11,102.21,104.65,2011247,NaN
2014-05-23,104.14,105.14,103.51,104.3,727541,NaN
2014-05-27,104.64,105.27,104.17,104.37,1263882,NaN
2014-05-28,104.09,105.44,103.26,104.67,1440661,NaN
2014-05-29,105.32,108.82,105.22,108.37,1937295,NaN
2014-05-30,107.72,108.06,105.79,106.09,1077117,NaN
2014-06-02,106.57,107.16,105.51,106.21,563274,NaN
2014-06-03,105.66,105.795,103.7,103.99,973375,NaN
2014-06-04,103.82,105.51,103.6,105.28,570189,NaN
2014-06-05,105.66,105.99,104.32,105.89,472234,NaN
2014-06-06,105.89,107.72,105.57,107.69,668725,NaN
2014-06-09,107.51,108.39,106.4,107.73,1148113,NaN
2014-06-10,107.38,108.41,107.13,108.03,886610,NaN
2014-06-11,107.47,108.25,106.86,107.34,684191,NaN
2014-06-12,107.5,107.5,105.69,106.25,553946,NaN
2014-06-13,106.23,107.27,106.01,107.1,461627,NaN
2014-06-16,107.18,107.73,105.83,107.55,519417,NaN
2014-06-17,107.22,109.73,107.01,108.84,719866,NaN
2014-06-18,109.8,109.8,108.33,108.97,520008,NaN
2014-06-19,109.28,109.45,108.78,109.4,351465,NaN
2014-06-20,109.44,111.24,109.38,111.23,1197066,NaN
2014-06-23,111.01,111.4,108.8,109.24,638119,NaN
2014-06-24,108.49,110.18,108.175,108.9,733425,NaN
2014-06-25,108.69,110,108.54,109.87,439438,NaN
2014-06-26,109.91,109.94,108.354,109.7,461899,NaN
2014-06-27,109.53,110.37,108.31,110.2,847650,NaN
2014-06-30,110.41,110.73,109.27,110.59,883046,NaN
2014-07-01,109.75,112.29,108.6,111.9,1152896,NaN
2014-07-02,111.58,113.18,109.82,110.3,712351,NaN
2014-07-03,110.6,112.35,109.67,112.15,435371,NaN
2014-07-07,111.28,111.28,109.7772,109.89,359551,NaN
2014-07-08,109.91,110.44,108.5,108.81,380842,NaN
2014-07-09,110,113.06,109.95,112.28,691077,NaN
2014-07-10,110.82,112.23,109.485,111.23,734269,NaN
2014-07-11,111.35,112.36,111.01,111.93,864220,NaN
2014-07-14,112.52,112.93,111.29,112.47,901336,NaN
2014-07-15,112.05,112.82,111.78,112.55,635252,NaN
2014-07-16,112.83,113.08,111.2,111.47,922445,NaN
2014-07-17,110.85,111.26,108.83,109.1,438411,NaN
2014-07-18,109.51,111.49,107.39,111.1,503179,NaN
2014-07-21,108.53,110.96,108.53,109.87,347860,NaN
2014-07-22,110,110.44,108.69,108.91,528981,NaN
2014-07-23,109.17,109.5,107.26,107.26,1120332,NaN
2014-07-24,107.48,108.65,105.81,107.09,1193125,NaN
2014-07-25,106.55,107.28,105.92,105.97,429737,NaN
2014-07-28,105.82,106.01,104.74,104.87,659743,NaN
2014-07-29,104.79,105.31,103.57,103.63,1334552,NaN
2014-07-30,103.85,104.77,103.05,104.46,541659,NaN
2014-07-31,103.64,104.47,101.74,101.79,691299,NaN
2014-08-01,101.68,102.63,100.43,102.41,955084,NaN
2014-08-04,102.73,104.53,101.5234,104.22,514273,NaN
2014-08-05,103.27,104.26,102.56,102.68,398688,NaN
2014-08-06,102.25,103.92,102.09,102.42,453632,NaN
2014-08-07,102.93,103.2199,101.93,102.1,266855,NaN
2014-08-08,102.17,104.7,102.11,104.61,382693,NaN
2014-08-11,105.23,105.59,104.32,105.02,547159,NaN
2014-08-12,105.04,105.76,104.46,104.95,360531,NaN
2014-08-13,104.97,105.68,103.74,104.86,324756,NaN
2014-08-14,105.14,105.6,104.6,104.96,276634,NaN
2014-08-15,105.38,105.95,104.33,105.03,302322,NaN
2014-08-18,105.85,106.62,105.36,106.2,487383,NaN
2014-08-19,106.72,107.5,106.02,106.99,663290,NaN
2014-08-20,106.75,107,104.84,106.54,821356,NaN
2014-08-21,106.74,106.84,105.5,105.72,373172,NaN
2014-08-22,105.85,107.32,105.575,106.98,469554,NaN
2014-08-25,107.63,108.86,107.49,108.21,603894,NaN
2014-08-26,108.3,109,107.24,108.42,756931,NaN
2014-08-27,108.56,109.28,107.88,108.03,956268,NaN
2014-08-28,116.48,117.42,113.83,116.37,3562531,NaN
2014-08-29,116.65,118.27,115.56,117.87,1436821,NaN
2014-09-02,119.24,119.24,117.29,117.54,1330525,NaN
2014-09-03,117.91,118.565,117,117.25,2315206,NaN
2014-09-04,117.29,118.26,117,117.64,1084096,NaN
2014-09-05,117.26,118.93,116.77,118.85,1086820,NaN
2014-09-08,118.35,119.18,117.39,117.99,611350,NaN
2014-09-09,117.8,118.15,116.86,117.01,1169644,NaN
2014-09-10,117.05,117.58,116.1,117.5,1150868,NaN
2014-09-11,117.19,118.68,116.75,118.65,612695,NaN
2014-09-12,118.29,118.29,116.88,117.82,867374,NaN
2014-09-15,117.98,118,116.05,116.85,380684,NaN
2014-09-16,116.42,118.63,116.42,118.07,734987,NaN
2014-09-17,117.89,118.26,116.97,117.16,839130,NaN
2014-09-18,117.46,117.46,115.995,116.14,522063,NaN
2014-09-19,116.58,116.82,115.12,115.23,1352362,NaN
2014-09-22,114.71,115.26,114.04,114.26,645549,NaN
2014-09-23,114.03,114.56,112.83,112.91,967787,NaN
2014-09-24,113.05,115.28,111.9,115.24,761382,NaN
2014-09-25,114.94,115.62,113.34,114.06,559497,NaN
2014-09-26,114.01,115.54,113.56,114.79,427975,NaN
2014-09-29,113.53,114.84,113.53,114.65,333116,NaN
2014-09-30,114.67,114.8,113.69,113.91,428258,NaN
2014-10-01,113.47,114.11,111.09,112.14,792334,NaN
2014-10-02,112.2,114.36,110.97,114.04,575282,NaN
2014-10-03,113.37,117.02,113.04,116.21,638184,NaN
2014-10-06,116.37,116.67,115.07,115.53,362644,NaN
2014-10-07,114.77,115.81,113.63,113.72,417774,NaN
2014-10-08,114.02,114.02,110.94,112.25,1807785,NaN
2014-10-09,111.56,112.61,110.05,110.17,603223,NaN
2014-10-10,110.21,110.605,109.03,109.3,1233682,NaN
2014-10-13,108.88,109.63,107,107.89,1072240,NaN
2014-10-14,103.52,106.53,102.06,104.32,2381337,NaN
2014-10-15,103.67,106.96,102.23,106.32,1312970,NaN
2014-10-16,104.39,108.89,104.39,108,1138659,NaN
2014-10-17,109.15,110.63,108.19,109.62,904521,NaN
2014-10-20,109.91,111.33,109,109.15,928473,NaN
2014-10-21,110.17,111.475,109.99,110.37,769290,NaN
2014-10-22,110.81,111.21,110.02,110.16,673644,NaN
2014-10-23,110.78,113.99,110.69,113.04,881344,NaN
2014-10-24,113.06,116.22,112.78,115.83,1384102,NaN
2014-10-27,115.61,117.16,114.71,116.84,696607,NaN
2014-10-28,117.36,118.01,116.66,117.64,696571,NaN
2014-10-29,117.36,118.33,116.74,117.57,833435,NaN
2014-10-30,117.15,119.64,115.48,119.45,738086,NaN
2014-10-31,120.43,120.98,119.19,120.01,1205277,NaN
2014-11-03,120.4,120.83,119.05,119.65,834741,NaN
2014-11-04,119.64,119.74,117.96,119.62,485363,NaN
2014-11-05,120.82,120.82,119.23,119.97,599870,NaN
2014-11-06,120.26,121.52,119.86,121.32,1009868,NaN
2014-11-07,121.72,121.93,119.85,120.29,999067,NaN
2014-11-10,120.71,123.45,119.87,122.4,947855,NaN
2014-11-11,121.61,122.5775,120.39,121.03,566927,NaN
2014-11-12,120.46,123.06,120.46,122.61,716075,NaN
2014-11-13,123.26,123.4,122.01,122.52,441514,NaN
2014-11-14,121.74,122.77,121.21,121.72,789877,NaN
2014-11-17,121.72,122.35,119.18,120.01,1015944,NaN
2014-11-18,120.31,120.72,118.975,119.86,706172,NaN
2014-11-19,119.72,120.9,118.895,120.59,1107282,NaN
2014-11-20,120.28,121.85,120.28,121.62,788762,NaN
2014-11-21,122.89,123,121.5,122.85,1043899,NaN
2014-11-24,123.52,124.41,122.17,122.99,1697769,NaN
2014-11-25,127.56,134.62,127.32,131.59,4781556,NaN
2014-11-26,131.72,132.205,128.62,129.34,1062973,NaN
2014-11-28,129.05,132,129.03,130.96,499772,NaN
2014-12-01,130.31,130.35,127.15,127.33,951478,NaN
2014-12-02,127.66,128.89,125.52,126.71,1197293,NaN
2014-12-03,126.94,128.4,126.16,128.33,540719,NaN
2014-12-04,128.07,128.33,127.05,127.7,473416,NaN
2014-12-05,127.74,128.86,126.2,128.83,652185,NaN
2014-12-08,128.84,129.73,126.5447,127.94,606718,NaN
2014-12-09,126.46,128.47,125.79,128.1,732398,NaN
2014-12-10,127,127.628,124.94,125.43,625126,NaN
2014-12-11,126.41,128.425,126.23,127.25,810741,NaN
2014-12-12,126.78,128.72,126.27,126.95,691119,NaN
2014-12-15,127.3,129.27,126.18,127.11,685778,NaN
2014-12-16,125.37,127.76,124.8,124.84,675606,NaN
2014-12-17,125,127.4,123.91,127.3,649437,NaN
2014-12-18,128.93,129.84,127.96,129.74,471517,NaN
2014-12-19,129.7,130.29,125.88,129.87,1531430,NaN
2014-12-22,129.32,130.37,128.56,129.31,433684,NaN
2014-12-23,129.71,131.23,129.15,131.05,524494,NaN
2014-12-24,131.11,132.145,130.63,130.65,171147,NaN
2014-12-26,131.36,131.68,130.265,130.83,254578,NaN
2014-12-29,130.71,132.53,130.02,132.12,326006,NaN
2014-12-30,131.42,132.13,130.44,131.39,382775,NaN
2014-12-31,131.63,133.87,131.43,131.57,437612,NaN
2015-01-02,131.88,132.38,127.81,129.81,579837,NaN
2015-01-05,129.49,131.88,127.9847,131.52,965357,NaN
2015-01-06,131.54,132.03,125.9,128.43,1010265,NaN
2015-01-07,130.31,131.99,129.51,130.84,785179,NaN
2015-01-08,123.11,127,122.63,126.14,3058741,NaN
2015-01-09,125.69,125.69,123.9949,124.92,1411115,NaN
2015-01-12,124,124.86,123.59,124.42,1181217,NaN
2015-01-13,124.13,125.03,121.84,123.25,937596,NaN
2015-01-14,121.52,123.12,121.07,122.37,1029848,NaN
2015-01-15,121.98,124.13,120.24,123.29,1147600,NaN
2015-01-16,123.04,124.83,121.91,124.68,738260,NaN
2015-01-20,125.78,126.49,122.69,123.02,1076111,NaN
2015-01-21,123.39,124.84,122.66,124.4,524466,NaN
2015-01-22,125.37,125.67,123.675,124.36,731336,NaN
2015-01-23,124.71,125.66,123.74,124.84,624972,NaN
2015-01-26,125.14,125.75,123.96,125.19,641886,NaN
2015-01-27,124.03,125.97,123.65,125.33,448608,NaN
2015-01-28,125.57,126.32,122.59,122.95,537254,NaN
2015-01-29,123.19,123.91,122.18,123.43,554189,NaN
2015-01-30,122.16,122.86,120.91,121.11,838900,NaN
2015-02-02,121.12,121.97,118.87,121.36,548033,NaN
2015-02-03,121.79,123.18,121.21,123,412958,NaN
2015-02-04,122.09,123.41,121.44,121.71,399907,NaN
2015-02-05,121.57,122.31,120.06,120.63,824280,NaN
2015-02-06,120.62,120.7,118.98,119.58,697124,NaN
2015-02-09,119.17,119.67,117.52,117.96,643714,NaN
2015-02-10,118.68,120.28,118.19,120.11,658730,NaN
2015-02-11,120.08,121.23,119.11,119.46,472865,NaN
2015-02-12,120.26,120.8,118.67,119.83,478709,NaN
2015-02-13,120.2,120.52,119.49,120.19,474696,NaN
2015-02-17,120.14,120.45,119.04,120.23,533499,NaN
2015-02-18,120,120.58,119.4,120.11,519781,NaN
2015-02-19,119.62,120.44,119.255,120,388358,NaN
2015-02-20,119.72,120.31,119.23,120.08,720524,NaN
2015-02-23,120.11,120.91,119.54,119.75,500205,NaN
2015-02-24,120.22,120.3,119.17,119.62,359952,NaN
2015-02-25,119.12,120.38,118.81,119,358412,NaN
2015-02-26,119.06,119.83,118.45,119.38,494133,NaN
2015-02-27,119.63,120.31,118.75,119.88,612393,NaN
2015-03-02,120.1,123.2,119.42,121.91,688174,NaN
2015-03-03,121.96,121.96,120.17,121.4,657447,NaN
2015-03-04,120.64,121.22,119.57,119.95,569635,NaN
2015-03-05,119.47,121.03,118.17,120.68,666825,NaN
2015-03-06,120.47,121.16,119.31,119.89,644039,NaN
2015-03-09,120.2,120.39,118.58,119.38,445875,NaN
2015-03-10,118.18,118.82,116.45,117.39,848162,NaN
2015-03-11,117.33,120.09,116.552,120.08,839619,NaN
2015-03-12,120.38,123.09,120.1,122.96,561361,NaN
2015-03-13,122.81,124.11,122.2901,123.88,740317,NaN
2015-03-16,124.36,126.28,123.51,125.93,749486,NaN
2015-03-17,126.02,126.204,124.525,125.34,441009,NaN
2015-03-18,125.17,126.17,123.44,125.8,559290,NaN
2015-03-19,125,126.19,124.65,125.63,402073,NaN
2015-03-20,126.31,126.83,125.63,126.07,1086107,NaN
2015-03-23,126.07,129.72,125.51,128.68,860712,NaN
2015-03-24,128.96,129.65,127.82,128.83,812748,NaN
2015-03-25,129.26,129.56,127.29,127.33,1251139,NaN
2015-03-26,130.01,135.98,129.51,135,2205263,NaN
2015-03-27,135.17,136.95,135.01,136.33,1001973,NaN
2015-03-30,136.88,140.98,136.38,139.78,1111082,NaN
2015-03-31,139.98,140.13,137.9,138.79,1050609,NaN
2015-04-01,138.47,138.78,136.31,137.93,856569,NaN
2015-04-02,138.37,140.32,137.52,139.36,735349,NaN
2015-04-06,138.52,140.51,138.31,139.76,712474,NaN
2015-04-07,140.06,140.06,138.04,138.21,416053,NaN
2015-04-08,138.08,139.47,137.47,137.77,838336,NaN
2015-04-09,137.77,138.55,137.05,137.96,449234,NaN
2015-04-10,137.85,138.5173,136.69,137.02,580181,NaN
2015-04-13,136.53,137.095,135.95,136,517044,NaN
2015-04-14,135.9,136.85,134.21,135.19,538197,NaN
2015-04-15,135.33,135.98,134.99,135.07,561806,NaN
2015-04-16,134.71,135.57,134.14,134.23,349929,NaN
2015-04-17,133.14,133.64,132,132.41,352215,NaN
2015-04-20,133.41,134.01,132.21,133.84,428187,NaN
2015-04-21,134.64,135.52,133.13,134.99,771603,NaN
2015-04-22,135.61,137.48,134.535,136.98,829274,NaN
2015-04-23,137.02,138.67,136.47,137.98,476275,NaN
2015-04-24,138,138.11,136.62,138,437300,NaN
2015-04-27,138.18,138.745,136.53,136.62,699246,NaN
2015-04-28,136.31,136.99,134.14,136.53,380396,NaN
2015-04-29,136.47,136.66,134.79,135.84,409675,NaN
2015-04-30,135.04,135.4,133.51,134.13,479721,NaN
2015-05-01,133.24,136.84,133.24,136.79,335084,NaN
2015-05-04,137.41,138.49,136.43,137.62,597530,NaN
2015-05-05,137.7,137.88,134.92,135.68,337486,NaN
2015-05-06,135.62,136.74,134.44,134.86,400238,NaN
2015-05-07,134.69,136.74,134.69,136.35,327702,NaN
2015-05-08,138.15,139.47,137.09,137.26,252618,NaN
2015-05-11,137.26,138.265,135.5,136.03,361211,NaN
2015-05-12,135.36,137.32,134.16,136.48,479045,NaN
2015-05-13,136.51,137.625,135.113,135.23,340747,NaN
2015-05-14,135.59,135.92,132.04,132.8,1111588,NaN
2015-05-15,132.43,133.9,132.43,133.22,1206028,NaN
2015-05-18,132.28,134.58,131.79,134.13,795466,NaN
2015-05-19,134.93,136.11,133.66,133.74,657878,NaN
2015-05-20,134.06,136.48,133.53,135.94,485716,NaN
2015-05-21,135.87,136.77,135.39,136.4,465327,NaN
2015-05-22,135.98,137.21,135.72,136.64,405148,NaN
2015-05-26,135.96,136.32,133.34,134.47,1007141,NaN
2015-05-27,134.94,137.37,133.05,133.18,1098941,NaN
2015-05-28,129.24,132.725,128.55,132.38,1780891,NaN
2015-05-29,132.81,133.7699,128.96,129.33,1118341,NaN
2015-06-01,129.8,130.6,128.76,129.68,668676,NaN
2015-06-02,129.36,131.02,129.17,129.91,585043,NaN
2015-06-03,129.83,132.03,129.57,131.96,515872,NaN
2015-06-04,130.73,132.93,130,130.91,569835,NaN
2015-06-05,131.13,131.44,130,131,343820,NaN
2015-06-08,131.14,131.59,129.23,129.31,441332,NaN
2015-06-09,129.92,130.83,129.34,130.49,578088,NaN
2015-06-10,130.72,131.87,130.55,131.33,432652,NaN
2015-06-11,131.94,132.98,130.18,130.59,472459,NaN
2015-06-12,130.42,131.87,130.365,131.19,320193,NaN
2015-06-15,131.71,131.71,129.72,130.57,511318,NaN
2015-06-16,130.6,132.27,130.03,131.72,493050,NaN
2015-06-17,132.16,133.3,131.64,132.32,359011,NaN
2015-06-18,132.29,133.75,132.29,133.23,307846,NaN
2015-06-19,133.31,133.32,131.46,131.51,612463,NaN
2015-06-22,133.07,133.92,131.79,132.6,486046,NaN
2015-06-23,132.91,133.99,132.43,133.1,462845,NaN
2015-06-24,133.18,133.18,129.415,130.16,676796,NaN
2015-06-25,132.02,132.02,129.54,130.46,808627,NaN
2015-06-26,130.96,131.72,129.674,130.78,1133137,NaN
2015-06-29,129.96,130.39,127.7,127.72,507850,NaN
2015-06-30,128.73,128.915,127.77,128.24,554717,NaN
2015-07-01,129.4,129.4,125.211,127.13,506741,NaN
2015-07-02,127.54,129.94,126.14,126.69,419960,NaN
2015-07-06,125.36,128.13,125.06,126.25,472919,NaN
2015-07-07,126.69,126.91,123.29,125.01,1195383,NaN
2015-07-08,123.66,124.54,121.6,121.74,1009979,NaN
2015-07-09,123,123.84,120.08,120.73,1281045,NaN
2015-07-10,122.06,122.48,120.8,121.64,589785,NaN
2015-07-13,122.78,123.82,122.35,123.47,723152,NaN
2015-07-14,123.58,124.71,123.06,124.24,430928,NaN
2015-07-15,124.16,125.27,123.18,123.57,482673,NaN
2015-07-16,123.84,124.52,122.77,122.88,546790,NaN
2015-07-17,122.91,123.05,121.63,122.28,431385,NaN
2015-07-20,122.31,123.19,121.25,122.65,455834,NaN
2015-07-21,122.78,123.85,121.385,122.96,466426,NaN
2015-07-22,122.41,123.8199,122.41,123.7,319605,NaN
2015-07-23,123.73,125.32,123.1501,123.49,543267,NaN
2015-07-24,123.3,123.74,120.75,121.04,296604,NaN
2015-07-27,121.51,121.94,118.31,118.62,1437230,NaN
2015-07-28,119.21,121.42,118.47,120.87,16788982,NaN
2015-07-29,120.98,122.59,120.7,121.78,896557,NaN
2015-07-30,121.39,121.99,120.59,121.85,613698,NaN
2015-07-31,121.6,121.99,120.144,121.22,696750,NaN
2015-08-03,121.31,121.67,120.06,121.31,663529,NaN
2015-08-04,121.45,122.31,120.91,121.53,500868,NaN
2015-08-05,122.5,123.33,121.55,121.98,387219,NaN
2015-08-06,121.82,121.9,119.69,120.05,367840,NaN
2015-08-07,119.92,120.64,119.23,120.34,309909,NaN
2015-08-10,121.43,122.09,120.78,121.61,412305,NaN
2015-08-11,120.46,121.07,119.58,119.99,482879,NaN
2015-08-12,118.99,119.93,117.85,119.75,485498,NaN
2015-08-13,119.83,121.24,119.46,120.34,474164,NaN
2015-08-14,120.56,122.12,119.94,121.14,510143,NaN
2015-08-17,120.87,123.5,120.66,123.32,427019,NaN
2015-08-18,123.19,125.11,122.14,124.13,494390,NaN
2015-08-19,125.05,127.57,123.69,126.5,1181324,NaN
2015-08-20,126.02,127.55,125.73,125.77,1129354,NaN
2015-08-21,124.51,125.1799,122.37,123.12,856508,NaN
2015-08-24,120.36,122.72,116.15,119.77,1477154,NaN
2015-08-25,120.96,122.38,117.5,117.56,839900,NaN
2015-08-26,119.57,121.38,116.42,121.29,1505190,NaN
2015-08-27,133.33,139.9,131.61,138.82,2540808,NaN
2015-08-28,139.92,141.59,137.44,139.66,1062043,NaN
2015-08-31,139.33,142.93,137.98,138,1209383,NaN
2015-09-01,135.75,136.82,133.16,134.05,1429603,NaN
2015-09-02,135.61,138.12,133.83,138.08,687916,NaN
2015-09-03,138.38,139.88,136.422,137.16,794845,NaN
2015-09-04,136.61,138.4225,135.44,136.53,621484,NaN
2015-09-08,137.17,140.47,137.11,139.79,605239,NaN
2015-09-09,141.14,142.08,137.32,137.68,442240,NaN
2015-09-10,137.71,139.21,137.08,137.92,725338,NaN
2015-09-11,137.18,139.32,136.38,139.24,417045,NaN
2015-09-14,138.97,139.52,137.27,138.32,392705,NaN
2015-09-15,138.68,138.82,136.5,137.42,702583,NaN
2015-09-16,137.22,138.95,136.34,138.72,516553,NaN
2015-09-17,138.8,140.47,137.49,137.86,484991,NaN
